en,ru,de,es,fr,it,zh-CN
-1.836137296844663,-2.100595154415399,-2.0796024873603045,-2.1121172003045605,-2.0965817049843025,-2.1105084673528975,-2.2755245976435883
-2.113864493503452,-1.7100421029217159,-2.109848672422813,-2.1321303785153516,-2.1237094925536946,-2.1353691040973892,-2.233583149755192
-2.108798098812025,-2.1027057628054666,-1.811994783672686,-2.1353716309250155,-2.1202526016681102,-2.131358546834398,-2.2741576680923314
-2.0992123361835144,-2.1132548237387003,-2.128352933686018,-1.8183319223662993,-2.114912020315081,-2.113205459300894,-2.269932353978742
-2.101903959714883,-2.1457478028894843,-2.115034682342042,-2.1144975545526035,-1.8091133502363796,-2.116725914618366,-2.229645719220016
-2.1251193553491246,-2.1614405634582825,-2.123941600937971,-2.1394282932241593,-2.1270282719657114,-1.8234370448577881,-2.343348039363965
-2.2761383242593003,-2.250051242373075,-2.2641917079461367,-2.273871757840092,-2.2742536857617233,-2.3112728859707405,-1.9678497984965069
